state,county,isMetro,parents_count,children_count,housing_cost,food_cost,transportation_cost,childcare_cost,median_family_income
NC,Lenoir County,False,1,4,12060.0,9584.8,12910.69,12404.35,51762.3
FL,Union County,False,2,1,8808.0,7883.32,14537.38,5664.25,55160.07
IL,Crawford County,False,1,2,8400.0,6183.23,12974.22,11731.64,65640.88
WV,Mason County,False,2,1,8220.0,6581.27,15005.02,5883.06,56772.18
CO,Archuleta County,False,2,1,12396.0,7812.3,12733.88,8280.87,63746.39
IA,Hardin County,False,2,4,11808.0,13080.69,15178.62,11421.72,71949.7
MS,Lee County,False,2,2,9456.0,8514.93,12690.02,4382.71,64792.72
MI,Muskegon County,True,2,0,7512.0,5287.86,15851.63,0.0,62467.99
IL,Richland County,False,1,4,11532.0,10426.22,10304.68,13358.63,67312.55
CA,Solano County,True,1,1,19404.0,5076.42,15224.54,9609.25,94936.23
MO,Audrain County,False,2,0,6144.0,5002.54,12901.82,0.0,55012.21
IL,Hancock County,False,2,4,11592.0,12319.14,12638.45,13607.85,67415.23
OK,Caddo County,False,2,1,8736.0,7054.74,12000.08,5988.13,59067.14
CA,Kern County,True,1,1,11640.0,4648.29,12002.32,7831.01,61059.18
IN,Howard County,True,1,2,8784.0,6183.23,13930.36,18029.8,66264.16
KY,Fulton County,False,2,0,6240.0,5021.56,14253.11,0.0,44470.81
MI,Lapeer County,True,2,2,10545.85248,8604.87,12639.26,16852.91,75180.09
LA,Evangeline Parish,False,2,1,8700.0,7528.21,13761.7,4159.31,43795.16
SC,Oconee County,False,2,1,8700.0,6131.47,17163.0,4302.16,64164.3
KS,Sheridan County,False,1,3,12336.0,9474.05,12165.97,10021.0,78419.73
MI,Wayne County,True,2,1,11710.17924,7102.09,15736.37,8037.19,62254.41
KY,Greenup County,True,1,3,12457.2024,9234.96,15772.62,17403.35,63218.6
MO,Worth County,False,1,1,7944.0,4678.87,15144.25,4751.78,62920.82
CA,Yolo County,True,2,0,13764.0,6714.44,16562.54,0.0,92573.5
IL,Macoupin County,True,1,1,8532.0,4831.77,15452.7,9002.83,69202.94
OH,Belmont County,True,2,4,11186.08596,12408.73,13152.82,15534.42,67819.8
MN,Scott County,True,2,1,16619.3508,7670.26,17101.24,14548.44,119937.39
NM,Quay County,False,1,2,8808.0,6832.92,14279.8,13476.28,47490.7
MS,Walthall County,False,1,2,8208.0,6743.31,14457.31,4083.3,45584.91
VA,Falls Church city,True,2,3,30157.8312,14349.52,11515.38,24379.65,177662.47
WI,Marathon County,True,2,2,9756.0,8664.84,12058.34,16008.69,78719.56
MA,Franklin County,False,2,3,19836.0,13910.25,14355.25,16504.15,83243.76
SC,Lee County,False,2,2,8148.0,8335.03,10610.77,6968.35,48466.19
TN,Scott County,False,1,4,10752.0,11487.13,14251.93,9848.34,46039.8
MO,Lincoln County,True,1,0,7593.75216,2894.66,14574.68,0.0,76142.23
WI,Juneau County,False,1,3,12804.0,8965.98,13579.35,17976.48,66105.01
MI,Genesee County,True,1,4,12024.0,10682.3,15293.62,18595.58,62796.57
KY,Daviess County,True,2,3,13266.5124,9554.14,13229.07,17757.0,67418.32
GA,Sumter County,False,2,0,6384.0,5839.47,11722.98,0.0,52183.3
IA,Mills County,True,2,3,14127.2496,10981.77,14719.48,15941.91,91690.43
WV,Mason County,False,1,3,11100.0,8308.48,16912.85,13459.72,56772.18
CO,Kit Carson County,False,1,4,13788.0,10792.05,14694.86,13926.72,61758.45
GA,Burke County,True,1,4,9238.596,10206.72,13442.95,10343.43,48817.36
OK,Oklahoma County,True,1,1,10847.75172,4633.0,14077.28,7254.71,70635.37
WA,Jefferson County,False,1,3,16560.0,13329.43,15498.9,15200.86,68263.4
TX,Kleberg County,False,2,3,14856.0,10469.29,12776.77,10378.32,53730.73
KS,Barber County,False,1,0,6516.0,3268.16,11779.28,0.0,63826.48
AR,St. Francis County,False,1,3,11232.0,8308.48,14568.31,10612.91,44257.23
MI,Kalkaska County,False,2,4,11820.0,13304.67,13788.95,15888.78,55518.43
WI,Dane County,True,1,1,14532.0,5030.55,10329.98,12872.4,102734.98
IA,Guthrie County,True,1,0,5437.91052,3216.29,12336.75,0.0,74696.46
OH,Logan County,False,1,1,9588.0,4006.09,11545.07,7064.09,73515.61
TX,Yoakum County,False,2,1,8916.0,7291.48,15424.33,4717.79,75549.75
WI,Wood County,False,2,4,11304.0,13304.67,12545.48,17183.62,71662.19
WA,Okanogan County,False,1,2,9816.0,6788.11,12003.93,12591.08,56133.5
OK,Le Flore County,True,2,2,8736.0,9234.5,12438.27,13799.46,51260.18
OH,Darke County,False,1,2,8808.0,5959.2,14575.43,12037.74,69615.73
OH,Trumbull County,True,2,1,8772.52368,6557.6,11181.13,7966.77,61474.02
MN,Rock County,False,1,4,11292.0,10682.3,13319.8,12444.34,71804.92
MN,Roseau County,False,2,4,10956.0,14021.42,17742.62,12392.22,77623.95
PA,Adams County,True,2,2,11688.0,10883.52,11607.29,19380.85,83362.88
UT,Garfield County,False,2,1,8808.0,7409.85,11588.51,6732.87,68101.16
OH,Knox County,False,1,4,12084.0,9877.47,13996.72,13787.88,70408.44
MI,Shiawassee County,False,1,2,9144.0,6071.22,11091.27,13910.47,68652.56
MI,Eaton County,True,2,0,8759.04936,5630.24,12312.41,0.0,80828.66
NE,Fillmore County,False,1,2,8808.0,6765.71,12214.6,15239.22,83400.87
MT,Madison County,False,2,2,10932.0,9984.05,15170.53,15967.15,67103.09
KY,Robertson County,False,1,3,9900.0,7979.72,13769.1,11872.86,57175.73
KS,Meade County,False,1,3,11640.0,8308.48,15769.94,9840.16,73546.41
MS,George County,False,1,0,6576.0,3060.66,16183.62,0.0,58202.55
GA,Wilkes County,False,2,1,8088.0,7954.34,13553.36,5158.73,58469.53
GA,Bartow County,True,2,4,14410.6788,13080.69,13399.1,12567.01,67339.25
OK,Jackson County,False,1,3,11412.0,9384.39,13615.95,16276.76,61832.38
NV,White Pine County,False,2,1,9624.0,7386.17,14190.87,7502.14,74175.86
IA,Johnson County,True,2,2,12432.0,9294.46,13257.19,16393.89,97596.73
SD,Clay County,False,1,4,12216.0,11304.22,13324.54,13705.63,90675.93
IA,Cedar County,False,2,2,9504.0,8784.77,13266.46,10654.9,86226.69
TX,Dallas County,True,1,0,11730.9192,2998.41,12078.91,0.0,68960.61
MN,Nicollet County,True,2,3,15476.43,13910.25,16295.02,22978.28,86135.3
NE,Banner County,False,2,3,11388.0,11457.65,14592.7,18094.03,60807.61
OK,Pontotoc County,False,2,3,11736.0,10066.63,14428.68,16068.06,65150.06
AR,Van Buren County,False,2,0,6372.0,5630.24,15063.84,0.0,49406.76
SD,Oglala Lakota County,False,1,4,10728.0,11487.13,13235.74,12678.84,34518.81
TX,Bowie County,True,2,2,10012.314,8484.95,12793.44,10930.14,63736.12
MD,Frederick County,True,1,3,22969.7016,9892.47,10096.26,19392.63,116016.97
VA,Greene County,True,1,0,11162.10792,3558.67,11662.76,0.0,78504.96
KY,Allen County,True,1,2,8280.0,6743.31,14770.26,14194.13,56961.12
MN,Renville County,False,2,2,8808.0,8904.7,11988.87,11300.82,72783.48
TX,Robertson County,True,1,0,6260.88432,2770.16,12945.81,0.0,65170.59
OK,Cleveland County,True,1,4,15570.7476,11304.22,15941.8,18851.76,79266.87
KS,Cowley County,False,1,1,8640.0,4403.64,15424.08,6097.6,63373.65
TN,Dyer County,False,1,2,8052.0,6944.93,15808.42,9021.11,57273.28
NE,Washington County,True,2,1,9415.06344,7409.85,13736.32,8345.58,88770.14
IN,Hamilton County,True,2,3,18898.0752,12336.19,13801.98,26416.35,119707.38
TX,Rains County,False,1,1,8808.0,4510.67,13665.93,4762.13,71082.03
MI,Baraga County,False,2,2,8808.0,9864.12,11998.23,13483.44,58696.46
WA,Stevens County,True,1,3,14352.0,9474.05,11676.07,16860.32,65764.1
TN,McNairy County,False,1,4,10476.0,10828.63,12469.34,10149.16,51199.6
TN,Dickson County,True,1,3,13218.1644,8607.34,11103.56,12818.74,65629.59
LA,East Carroll Parish,False,2,0,6672.0,5820.45,14222.33,0.0,32589.4
VA,Essex County,False,1,1,10740.0,4938.8,14082.15,7301.07,60043.65
KS,Atchison County,False,2,3,10716.0,11530.86,15346.12,9787.11,63679.64
PA,Elk County,False,1,4,11736.0,11596.88,13062.44,16386.73,72066.76
KY,Garrard County,False,1,2,8544.0,6116.02,12835.76,10884.35,65631.64
NC,Person County,True,1,2,9084.0,6496.87,11710.52,12623.99,67466.58
MI,Wayne County,True,1,0,7780.7388,3112.54,14346.03,0.0,62254.41
NE,Richardson County,False,2,2,8808.0,9204.52,14413.46,15212.65,65255.82
CA,San Francisco County,True,1,1,39297.9996,7324.11,12679.39,13254.26,135125.17
FL,Alachua County,True,2,3,17141.478,12775.46,13175.73,13203.91,77956.63
MO,Butler County,False,2,2,8040.0,7795.36,10755.05,9029.19,48673.61
VA,Chesterfield County,True,2,3,20726.3868,11823.71,13003.11,19709.47,98285.73
TX,Fayette County,False,2,3,12924.0,11164.8,13995.15,9521.79,74511.63
TX,Waller County,True,1,2,11752.39308,7236.17,12018.32,11981.82,75866.02
NY,Oswego County,True,2,1,9874.49856,6486.57,11275.03,9909.81,69073.56
AR,Stone County,False,1,1,7848.0,4510.67,12793.61,4782.07,50814.54
FL,Madison County,False,2,3,11592.0,11860.32,13933.85,11185.67,49411.89
MO,Scotland County,False,2,4,10356.0,12767.11,13940.69,10233.79,64132.47
LA,East Baton Rouge Parish,True,1,3,15603.0144,10221.22,11195.69,11799.09,76136.07
FL,Broward County,True,1,4,25932.0,13060.21,15060.63,16402.57,73116.17
WA,Pacific County,False,2,4,14304.0,21816.07,12610.94,14201.09,63035.82
MN,Ramsey County,True,2,0,11526.31644,6429.12,11807.99,0.0,88227.98
OK,Grady County,True,1,4,12108.0,11560.3,15032.26,16125.21,74812.49
MI,Keweenaw County,False,2,4,12432.0,14514.19,16219.49,15919.58,65545.39
UT,Emery County,False,1,3,10968.0,9264.85,12754.6,16840.97,71919.92
WV,Preston County,True,1,4,11425.23492,10682.3,13876.18,17864.51,67385.46
VA,Prince George County,True,2,0,14701.6548,6162.82,16173.67,0.0,88286.5
VA,Loudoun County,True,2,4,30206.2884,16664.44,13508.47,24402.9,164479.05
KS,Ford County,False,2,0,7152.0,5440.02,11480.15,0.0,60398.93
OH,Noble County,False,1,0,6576.0,2832.41,13090.92,0.0,58521.9
IL,Whiteside County,False,1,1,9012.0,4158.99,12464.61,6965.71,69989.49
TX,Jim Wells County,False,1,4,13116.0,10206.72,14708.0,9906.76,56662.32
MO,Ozark County,False,2,4,10548.0,13483.86,15227.4,10464.44,42182.02
VA,Gloucester County,True,2,0,10595.42208,5478.07,11124.85,0.0,86727.78
KS,Kingman County,True,2,3,12336.0,10871.96,12616.21,15911.79,77058.16
MO,Miller County,False,1,4,10596.0,12182.21,15378.34,10294.6,60588.9
TX,Cherokee County,False,2,0,6924.0,5554.15,11447.76,0.0,59055.85
PA,Carbon County,True,2,1,10729.84356,6936.37,13162.97,9433.95,72493.92
WV,Brooke County,True,1,4,10579.21284,10938.38,13643.2,16877.05,68114.51
WV,Clay County,True,1,3,8208.09084,8428.02,13748.73,15218.04,46735.99
TX,Winkler County,False,1,4,12600.0,10792.05,13130.38,9384.74,64646.91
TX,Uvalde County,False,2,1,8808.0,5421.26,11618.0,4793.24,53047.89
NY,Orleans County,True,1,0,6742.18656,2790.91,14237.93,0.0,63292.53
OK,Seminole County,False,1,4,11184.0,10718.89,12680.87,16152.54,50853.56
MI,Kalamazoo County,True,2,3,14338.428,10871.96,15150.4,20123.74,79515.35
OK,Tillman County,False,2,2,8736.0,9024.62,16453.4,13637.88,50699.54
WV,Boone County,True,2,0,7116.0,5230.79,11864.84,0.0,50345.28
IN,Warrick County,True,2,1,11294.33124,6960.05,13570.59,10746.62,90004.38
GA,Schley County,False,2,1,7776.0,7267.8,13886.94,5137.45,51769.49
NC,Richmond County,False,2,4,11304.0,11736.78,16220.61,12005.99,47920.95
SD,Bennett County,False,2,0,7380.0,6257.93,13931.48,0.0,52074.46
MN,Fillmore County,True,1,1,8808.0,5152.87,12730.14,10551.58,80158.15
CO,Otero County,False,1,3,12420.0,9025.75,14738.45,13475.0,54674.38
VA,Norfolk city,True,2,1,12214.68,7764.95,14913.83,9523.93,63679.64
MS,Lawrence County,False,2,3,11316.0,10688.93,11799.69,4623.73,58840.21
MS,Panola County,False,2,0,6948.0,6010.66,12747.85,0.0,46794.52
PA,Lehigh County,True,1,3,17934.2748,9862.58,12977.49,23344.16,78469.02
VA,Rappahannock County,True,2,1,12888.0,7717.6,11259.73,9513.32,100521.13
KY,Clinton County,False,1,3,10536.0,8039.5,17214.12,11978.91,41697.35
OR,Malheur County,False,1,0,6636.0,2759.78,12927.68,0.0,51497.38
MS,Carroll County,False,2,0,6456.0,5801.42,13113.48,0.0,67183.17
CO,Boulder County,True,2,2,20688.0,11842.95,13271.11,21904.45,115841.38
MT,Fallon County,False,1,1,10380.0,5229.32,12790.42,7274.6,97228.1
NH,Belknap County,False,1,4,17136.0,13682.13,13062.34,15687.17,87885.02
MT,McCone County,False,1,2,9156.0,7796.25,14549.97,14894.97,64176.63
MN,Chisago County,True,1,3,17644.86,13389.2,14511.47,24217.81,98094.74
AL,Lowndes County,True,2,3,9067.63764,12189.77,13442.87,14539.47,42555.78
WV,Tyler County,False,1,1,8760.0,4373.06,14997.47,6043.33,58589.67
MN,St. Louis County,True,1,2,10610.90844,7124.16,12602.72,19499.07,78970.11
OH,Licking County,True,2,0,8818.6662,5363.94,14967.43,0.0,81467.35
GA,Taylor County,False,1,1,7776.0,4678.87,12458.77,5093.65,45474.02
PA,Allegheny County,True,1,0,9113.0772,3330.41,11253.41,0.0,87770.01
MN,Cass County,False,1,3,11052.0,9892.47,14758.95,12423.25,63809.02
MT,McCone County,False,2,0,6996.0,6619.33,11670.62,0.0,64176.63
NY,Bronx County,True,1,0,17227.9932,3486.04,14217.26,0.0,48566.82
MO,Ralls County,False,1,3,11304.0,8517.68,13257.54,10795.84,70678.49
MT,Rosebud County,False,1,1,8808.0,4862.35,11722.95,6836.23,71449.64
AZ,Yavapai County,True,1,2,12612.0,7437.8,15459.47,16494.37,66341.18
NE,Polk County,False,2,3,12084.0,11164.8,11864.07,18194.61,79611.88
IL,Knox County,False,2,2,8400.0,8185.12,14052.32,11765.58,65005.28
FL,Gadsden County,True,1,3,11174.97504,8816.55,11904.87,11181.42,52053.92
OH,Champaign County,False,1,2,8880.0,6564.08,10926.76,12471.81,72476.46
MN,Martin County,False,1,3,11904.0,9085.53,14625.39,12523.23,70716.48
IN,Clark County,True,1,3,14524.2324,8308.48,14643.17,22713.28,71864.48
LA,St. Landry Parish,False,2,2,8892.0,9174.54,15932.27,7480.59,46306.77
VA,Norton city,False,1,1,8251.5564,4571.83,12165.92,6610.85,46095.25
MO,Ste. Genevieve County,False,2,3,11280.0,11128.2,14636.36,10554.38,79728.94
MI,Macomb County,True,1,2,12874.506,6765.71,13959.58,18625.54,79365.44
FL,Gilchrist County,True,2,3,11247.46068,12116.56,16790.26,11171.44,51923.51
MD,St. Mary's County,True,1,2,16116.0,7415.4,12224.93,16955.52,110684.66
MO,Clay County,True,1,0,8801.66604,3216.29,15248.65,0.0,87918.9
OK,Grant County,False,2,1,9108.0,6889.03,15037.22,6145.76,72187.92
TX,Bee County,False,2,1,11100.0,7007.39,12602.05,5337.0,51292.02
NC,Madison County,True,1,2,11308.17336,7079.35,13287.07,14543.03,64551.42
MT,Flathead County,False,2,0,8820.0,6029.68,12388.43,0.0,72235.16
CO,Montrose County,False,2,1,10836.0,8238.42,13695.3,7834.73,64660.26
VA,Lynchburg city,True,1,3,13225.5048,8995.87,16195.85,16099.28,63529.73
KY,Rowan County,False,2,2,8556.0,8245.09,14511.5,11019.66,54871.53
IA,Greene County,False,2,0,6516.0,5858.49,14207.46,0.0,71614.95
WI,Clark County,False,1,3,11820.0,9324.62,15185.09,17276.24,66303.19
FL,Monroe County,False,2,4,27084.0,20069.0,12466.66,16820.61,85818.02
OH,Cuyahoga County,True,1,4,13540.0536,11852.96,13851.2,16610.74,70358.12
OK,Harper County,False,1,4,12504.0,12035.88,14971.7,16288.66,69054.05
GA,White County,False,2,0,7008.0,5744.36,15256.4,0.0,63257.62
WV,Summers County,False,2,4,11508.0,12543.12,10134.27,13898.87,50338.09
RI,Washington County,True,2,3,19181.634,14056.67,15884.02,21432.36,110523.45
AR,Lonoke County,True,2,1,9591.09516,7338.82,14640.15,5842.72,72089.35
KS,Lincoln County,False,2,2,8616.0,8514.93,10503.34,8928.99,64348.11
OK,Osage County,True,1,4,11875.44732,11743.22,15349.74,16401.75,61957.66
NM,Socorro County,False,2,1,9084.0,7338.82,11959.99,7736.37,50720.07
FL,Jefferson County,True,1,0,7254.86064,3413.42,15814.03,0.0,62681.57
AR,Newton County,False,2,1,7848.0,6865.35,15577.01,4865.76,53014.0
IA,Monroe County,False,1,1,9012.0,4128.41,13796.17,6903.28,74779.63
MS,Marion County,False,2,2,8460.0,8904.7,13113.44,4063.21,48156.09
MS,Neshoba County,False,1,3,10212.0,8995.87,13879.58,4396.71,49441.68
KY,Barren County,False,2,0,6612.0,5078.62,12390.41,0.0,49419.08
CO,Lincoln County,False,2,4,13452.0,15589.31,14050.66,13889.03,71914.79
NE,Butler County,False,2,3,11364.0,11018.38,12041.36,18247.23,78730.86
WA,Skagit County,True,1,1,14700.0,5152.87,12473.1,10512.92,80249.54
TX,Haskell County,False,2,0,7728.0,5440.02,12106.2,0.0,55566.69
NC,Richmond County,False,1,1,8316.0,4006.09,14524.25,6442.11,47920.95
PA,Butler County,True,1,2,11714.5188,7012.14,12610.77,18790.66,92905.16
KY,Grayson County,False,1,3,10956.0,7591.2,13019.23,12238.56,47106.67
OR,Harney County,False,2,0,6936.0,6238.91,12622.14,0.0,53965.87
GA,Floyd County,True,2,3,12732.0,10615.72,11527.33,11691.29,61637.29
CO,Broomfield County,True,2,3,31958.3112,14093.28,12757.34,26138.99,122209.76
MS,Neshoba County,False,2,0,6576.0,5725.34,11831.35,0.0,49441.68
WI,Monroe County,False,1,2,9912.0,6317.65,14756.89,16081.86,73596.73
VA,Falls Church city,True,1,2,23521.2408,8781.98,12171.58,21685.77,177662.47
TX,Limestone County,False,1,1,9432.0,4327.19,11148.42,4772.82,55564.64
OK,Comanche County,True,1,4,12984.0,10609.14,13392.66,16913.73,66056.75
IA,Osceola County,False,1,2,8580.0,6765.71,15902.95,10142.65,71194.98
PA,Berks County,True,1,3,14208.0,9503.94,15894.5,21050.29,79812.11
MS,Clay County,False,2,2,8208.0,9594.28,12727.33,4164.95,43734.57
WV,Hampshire County,True,1,0,6191.28228,3050.29,13189.77,0.0,56612.0
MO,Cass County,True,2,4,16593.546,13349.47,11397.78,17330.46,83084.6
KY,Rowan County,False,1,0,6132.0,2853.16,14192.62,0.0,54871.53
WV,Mineral County,True,1,1,8579.91876,4587.12,12873.55,7858.23,63423.96
AL,Escambia County,False,2,1,7608.0,7078.42,16141.92,4896.28,50277.51
MI,St. Clair County,True,2,3,13957.3728,10579.11,15222.9,19998.45,74409.98
DE,Kent County,True,1,0,10536.0,3133.29,14197.75,0.0,72821.48
PA,Erie County,True,1,1,10128.0,4678.87,10411.73,9134.97,68354.78
NY,Wayne County,True,2,4,12930.3036,13215.08,14957.39,28905.77,73069.97
AR,Hot Spring County,False,2,1,8040.0,6912.7,13782.04,4960.3,55575.93
AR,Little River County,True,2,1,7848.0,6912.7,12240.43,5429.05,61411.39
GA,Columbia County,True,1,0,9891.5112,3185.16,14993.5,0.0,94539.88
GA,Putnam County,False,1,4,11472.0,10535.97,16089.82,9482.14,64494.95
MI,Kent County,True,1,0,8868.0,3174.79,13241.84,0.0,79253.52
TN,Sullivan County,True,1,0,6175.2414,3299.29,16670.88,0.0,61239.91
LA,East Baton Rouge Parish,True,2,4,15603.0144,15320.53,13709.0,11799.09,76136.07
WI,Jefferson County,False,2,0,8232.0,5649.26,13547.2,0.0,81202.43
ND,Morton County,True,2,1,10516.38132,7575.56,11741.06,8617.14,95589.29
WI,Sheboygan County,True,2,0,7728.0,5934.57,11626.81,0.0,77918.64
KS,Edwards County,False,2,1,8616.0,6889.03,12448.53,6062.12,66074.2
WV,Berkeley County,True,1,0,8628.0,3091.79,10968.6,0.0,74707.76
WA,Kittitas County,False,2,3,16704.0,14605.76,15166.33,15263.89,79299.72
TX,Donley County,False,2,1,8808.0,7362.5,13435.46,4754.94,54550.13
GA,Peach County,True,2,3,11940.0,13178.13,14902.85,11152.39,61644.48
GA,Effingham County,True,1,2,11814.12084,6944.93,13717.98,11672.84,82789.91
MT,Hill County,False,2,2,9552.0,9534.32,17002.63,15050.7,63673.48
MI,Bay County,True,2,1,9312.0,6675.96,11954.26,7223.59,62841.75
WA,Benton County,True,2,0,10099.71612,5896.53,11975.78,0.0,83393.68
WI,Jefferson County,False,2,1,10764.0,7031.07,13397.17,9308.74,81202.43
VA,Southampton County,False,2,2,9265.12572,9054.61,15334.6,11717.28,74101.93
MI,Alcona County,False,1,3,11820.0,8786.66,14164.28,15797.33,52728.54
TX,Kinney County,False,2,4,12528.0,10437.67,14570.37,9714.45,54885.91
LA,St. Charles Parish,True,2,3,16092.7284,13214.73,14000.94,11833.02,85728.68
MS,Smith County,False,1,4,10212.0,11084.72,13606.94,4408.18,59868.07
MS,Yazoo County,True,2,0,6852.0,5953.59,13803.54,0.0,46371.46
TX,Lynn County,True,2,2,8808.0,9174.54,16694.07,10680.47,57602.89
WY,Park County,False,1,4,12912.0,12511.46,12711.03,24328.47,76556.04
ID,Bonner County,False,2,3,14232.0,12519.22,16123.54,14588.52,67040.45
UT,Wayne County,False,2,2,8808.0,9264.48,14697.02,14762.82,60046.73
MS,Scott County,False,2,2,8208.0,8215.11,15247.21,4018.56,51778.73
IN,Fulton County,False,1,2,8784.0,6407.26,13079.64,12530.24,66452.08
GA,Emanuel County,False,1,3,10824.0,8099.27,14946.62,9221.95,45816.98
MO,Dallas County,True,1,4,11064.0,10682.3,12862.72,13846.81,57354.39
CO,Washington County,False,1,0,8388.0,3454.92,11822.37,0.0,64864.6
FL,Orange County,True,1,3,20667.27,10131.56,15909.04,14773.59,69132.09
MO,Vernon County,False,2,3,11112.0,10981.77,14959.64,10391.05,55176.5
ND,Mercer County,False,1,4,13908.0,11999.3,14758.47,14286.8,100491.36
AL,Lee County,True,2,3,12936.0,13031.71,13798.34,16655.02,74677.98
MS,Lafayette County,False,1,1,11832.0,5749.2,15429.77,3296.45,73548.47
AR,Ashley County,False,1,2,7848.0,6608.89,14504.06,8934.15,57424.22
MI,Alger County,False,2,0,7092.0,5801.42,13145.33,0.0,60201.79
ND,Bottineau County,False,2,4,10956.0,14469.39,13703.73,13359.26,80951.88
MO,Cedar County,False,1,4,10368.0,10279.89,10419.42,10059.48,47784.38
IA,Marion County,False,2,2,9660.0,8994.64,12939.49,10757.6,77707.12
KY,Green County,False,2,3,9900.0,9663.96,13791.19,11869.26,50504.44
TN,Williamson County,True,1,1,19720.194,5611.58,14817.82,11276.58,130174.84
NJ,Monmouth County,True,2,0,15336.3876,6752.48,14312.2,0.0,128125.3
IN,Whitley County,True,2,0,7135.88304,4945.48,14899.54,0.0,76611.49
KY,Grayson County,False,1,2,7956.0,5690.36,13955.63,10733.68,47106.67
TN,Lewis County,False,2,1,7956.0,7315.15,16546.25,5415.98,53046.86
ID,Butte County,True,1,3,13548.0,9115.41,13081.69,15699.11,54229.77
MS,Wayne County,False,2,2,8208.0,9294.46,13767.22,4018.56,55572.85
OH,Portage County,True,2,1,10550.05152,7220.46,13295.32,8586.31,77102.31
VA,Dinwiddie County,True,1,2,12590.8692,6922.53,12727.32,15817.21,76677.21
VA,York County,True,1,0,14287.4808,3444.54,13373.11,0.0,108803.52
MN,Washington County,True,2,3,26088.0468,11970.13,10983.23,29832.61,117614.71
TX,Nacogdoches County,False,2,1,10056.0,7173.11,15193.98,4987.28,59785.92
MT,Sanders County,False,1,0,6660.0,3309.67,14245.58,0.0,51598.01
VT,Addison County,False,2,3,15864.0,15594.12,12907.68,15794.87,86721.62
IL,Piatt County,True,1,2,10149.8928,6608.89,15554.69,15946.14,84909.27
VA,Radford city,True,2,4,12905.7228,14111.01,12419.73,15877.88,67738.69
