state,county,isMetro,parents_count,children_count,housing_cost,food_cost,transportation_cost,childcare_cost,median_family_income
NC,Stokes County,True,1,4,11579.84328,11157.88,11896.52,14047.81,60609.43
TN,DeKalb County,False,1,3,11028.0,9414.28,13968.91,9995.31,58954.19
TX,Upton County,False,1,1,8808.0,4464.8,12403.1,4735.99,73601.87
OK,McClain County,True,1,3,13115.748,9503.94,13544.0,17250.04,80288.55
MS,Jefferson County,False,1,3,11304.0,9025.75,15334.7,4479.19,30972.15
NC,Alleghany County,False,1,3,10344.0,8278.59,14957.99,11953.25,45074.58
TX,Foard County,False,1,3,12528.0,8756.78,15757.0,9561.1,54131.19
PA,Bedford County,False,2,2,8688.0,10253.89,12400.82,14133.43,63651.92
GA,Long County,True,1,1,8472.0,4525.96,13619.64,6295.59,60126.82
MI,Montcalm County,True,2,0,7716.0,5535.13,13466.21,0.0,58634.85
KY,Rowan County,False,1,1,8556.0,4204.86,11145.45,5998.47,54871.53
MN,Beltrami County,False,1,4,12420.0,11267.63,15377.63,12906.69,64250.56
RI,Providence County,True,2,1,13600.8468,8333.12,14911.35,10136.93,77648.59
TX,Nacogdoches County,False,1,3,13152.0,9055.64,15811.75,9781.46,59785.92
OK,Okfuskee County,False,1,3,10860.0,9025.75,12462.22,15935.61,47424.99
IA,Dubuque County,True,2,2,9672.0,8904.7,13861.79,14071.56,81791.83
FL,Wakulla County,True,2,2,10704.0,9294.46,14102.3,11056.78,72819.42
IL,Putnam County,False,1,0,5904.0,2977.66,13480.64,0.0,79535.89
IL,McDonough County,False,1,4,11280.0,10060.39,12474.7,13602.17,72367.62
VT,Franklin County,True,1,4,20186.7888,13791.88,12780.62,21879.43,83020.94
OH,Miami County,True,2,1,9470.5188,6912.7,14586.4,8321.27,80126.32
MI,Antrim County,False,1,0,5808.0,3620.92,13701.99,0.0,68512.91
KS,Clay County,False,1,4,12144.0,11121.3,14344.29,10185.05,69875.52
FL,Hendry County,False,2,3,12600.0,11201.41,14896.95,11234.91,46288.29
GA,Lee County,True,1,2,10760.88504,7617.02,11794.73,10935.87,81660.4
MI,Gladwin County,False,1,0,6036.0,3257.79,12955.82,0.0,55774.11
SC,Beaufort County,True,2,4,18768.0,16261.26,10388.51,13051.5,81559.77
WI,Milwaukee County,True,2,2,11358.5742,8724.8,12175.25,17197.42,66745.75
IA,Ringgold County,False,2,1,8580.0,6581.27,15281.06,6935.28,66911.06
WA,Pend Oreille County,True,1,3,14760.0,9474.05,11612.16,17229.05,61762.56
CA,Mendocino County,False,1,4,20880.0,12913.88,14382.69,14027.88,65311.27
DC,District of Columbia,True,1,3,24891.9204,12940.9,11345.14,48831.09,116607.39
SD,McCook County,True,2,4,9548.94288,13842.23,13749.56,14303.66,78375.58
PA,Philadelphia County,True,1,2,13818.3624,7549.82,13876.03,20372.14,56599.68
MS,DeSoto County,True,2,1,12334.6908,7007.39,14690.5,5816.53,81191.13
OR,Washington County,True,2,3,28222.2012,12446.01,10961.73,24968.43,99803.38
WA,Island County,False,1,0,10164.0,3973.67,17554.88,0.0,79322.31
TN,Greene County,False,2,0,6612.0,5592.19,12643.8,0.0,54307.8
NC,Henderson County,True,1,2,14020.1628,6608.89,13994.14,16315.91,73835.98
CO,Douglas County,True,1,2,24107.2188,7997.87,14888.84,23770.84,138550.67
TN,McNairy County,False,2,1,7956.0,7007.39,15189.16,5515.34,51199.6
OK,Washita County,False,1,1,8736.0,4954.09,14146.64,5968.86,67818.78
MA,Suffolk County,True,1,1,29396.6892,6605.46,13022.49,17751.64,82291.89
KS,Rawlins County,False,2,3,10716.0,11347.83,12558.1,9720.44,73332.84
TX,Foard County,False,1,2,9492.0,6564.08,14073.34,8458.47,54131.19
MO,Atchison County,False,2,1,7944.0,7433.52,15531.67,4575.41,66203.59
TX,Erath County,False,2,4,13572.0,13080.69,13944.68,9714.32,76072.41
TX,Lampasas County,True,1,4,13344.0,9584.8,13463.21,12053.21,75031.2
ND,Williams County,False,1,4,15696.0,12877.29,11706.23,15174.05,103350.04
TN,Putnam County,False,1,4,11844.0,11304.22,11849.51,10371.59,58930.57
AL,Houston County,True,1,4,11423.43312,11852.96,15467.74,15694.07,62393.03
SD,Brule County,False,2,4,12348.0,15544.51,12741.03,13229.93,68837.39
MS,Tunica County,True,2,2,9768.0,9294.46,15440.7,7989.29,42712.88
AZ,Apache County,False,1,3,12300.0,9623.49,14208.97,14017.55,42365.82
WI,Columbia County,True,2,4,15672.0,12811.9,11578.91,19280.14,85408.31
CO,Weld County,True,2,3,20328.0,12446.01,12743.54,20615.65,86818.14
CA,Siskiyou County,False,1,3,15696.0,10400.54,12944.52,12446.79,57889.37
ID,Cassia County,False,1,2,8892.0,7124.16,12788.54,11751.72,60098.07
IA,Humboldt County,False,1,0,6228.0,3019.16,11862.53,0.0,73231.18
CA,Kern County,True,2,4,16656.0,13618.25,13661.92,13281.65,61059.18
TX,Baylor County,False,1,2,8808.0,6429.66,13980.68,8302.45,59775.65
IL,Lake County,True,1,3,20629.5912,9832.69,13606.83,22712.68,111388.04
MT,Mineral County,False,1,0,6168.0,3330.41,15166.13,0.0,52701.85
SD,Mellette County,False,1,3,10728.0,10460.31,14662.98,12941.39,42499.3
TX,San Saba County,False,1,4,11016.0,9657.97,14698.49,9215.58,60153.52
ME,Piscataquis County,False,2,1,8808.0,9019.65,13174.2,6330.76,53760.5
TX,Cherokee County,False,1,2,8928.0,6541.68,13968.93,8197.09,59055.85
LA,Jackson Parish,False,2,3,11520.0,11201.41,14525.01,8381.2,52797.34
KY,Garrard County,False,2,0,6672.0,5192.75,13599.76,0.0,65631.64
KS,Allen County,False,1,0,6492.0,3174.79,11043.8,0.0,60393.8
IA,Union County,False,1,1,8580.0,4449.51,12231.38,6934.16,73879.11
MO,St. Francois County,False,2,1,8004.0,6652.29,15163.86,4723.47,60007.71
OH,Portage County,True,2,2,10550.05152,9144.55,11697.22,14755.93,77102.31
TX,Coryell County,True,2,2,9698.72976,8035.21,11524.84,11119.94,61234.77
TX,Winkler County,False,1,1,8808.0,4510.67,14488.01,4785.0,64646.91
SD,Lake County,False,2,3,12348.0,11384.44,14480.96,13345.01,83139.02
WI,Langlade County,False,2,1,8808.0,6841.68,16149.26,8376.78,63810.05
TN,Sevier County,False,1,2,9696.0,7437.8,13723.54,9672.19,59792.08
KS,Scott County,False,2,1,8616.0,6628.62,10407.72,6211.77,77953.55
IA,Humboldt County,False,1,1,8580.0,4449.51,14628.93,6962.9,73231.18
KS,Johnson County,True,1,4,18874.0944,12511.46,12616.12,20183.3,112372.77
IL,Morgan County,False,1,4,11160.0,9584.8,13000.95,13499.01,64631.51
AR,Clay County,False,2,0,5952.0,5040.58,16879.52,0.0,52046.73
NJ,Atlantic County,True,2,1,16812.0,8167.4,12577.27,10672.21,80943.67
TX,Dallam County,False,1,0,6708.0,2998.41,12579.15,0.0,70869.48
KS,Smith County,False,1,2,8616.0,7392.99,13448.92,9112.94,60424.61
MO,Barry County,False,2,0,6024.0,5649.26,15484.47,0.0,55388.02
KS,Logan County,False,2,2,8616.0,9324.45,14208.09,9126.69,63572.86
IN,Whitley County,True,2,3,11324.8272,9517.54,13840.58,20154.07,76611.49
SD,Corson County,False,1,2,8628.0,6519.28,15126.89,11084.17,42492.12
IA,Dallas County,True,2,1,12361.38,7528.21,11282.96,10180.46,114112.2
CO,Rio Blanco County,False,1,0,8148.0,3558.67,14535.25,0.0,77894.0
NE,Hayes County,False,1,1,8808.0,4648.29,18933.98,6564.93,69551.04
MO,Putnam County,False,2,0,6024.0,5021.56,11916.26,0.0,56860.49
IL,Morgan County,False,1,2,8652.0,5869.59,14370.71,11959.64,64631.51
FL,Pasco County,True,2,2,14521.0164,10103.98,16904.18,12598.85,67147.23
SC,Horry County,True,1,4,13920.0,10901.8,11610.59,10833.85,62654.87
AL,Winston County,False,1,4,10884.0,10572.55,13173.87,13942.11,49169.57
PA,Montgomery County,True,1,1,17173.4928,5550.42,14515.82,12074.97,116070.36
KY,Nelson County,False,1,4,12456.0,10499.38,13450.94,12757.26,74260.06
MS,Quitman County,False,2,3,10212.0,11164.8,11981.73,4408.18,39926.08
CO,Cheyenne County,False,1,3,11820.0,8936.09,15149.36,13007.2,83320.77
OR,Hood River County,False,1,2,14484.0,8669.96,12242.28,16781.95,79189.85
WY,Johnson County,False,1,3,14184.0,9772.92,12295.71,24896.47,78072.66
NE,Douglas County,True,2,2,11899.4172,9084.59,15010.06,21058.51,86290.35
SC,Lee County,False,1,3,10656.0,8308.48,13872.08,7802.88,48466.19
OK,Pittsburg County,False,1,0,6960.0,3340.79,14112.84,0.0,61718.41
MI,Washtenaw County,True,1,0,12348.0,3517.17,16565.5,0.0,104837.91
VA,Alleghany County,False,2,0,6796.10664,5877.51,14401.72,0.0,60513.94
GA,Clinch County,False,2,1,7776.0,7125.76,13366.21,5137.45,44875.38
TX,Hardin County,True,1,1,9944.55324,4388.35,12988.33,6356.21,78188.7
IN,St. Joseph County,True,2,1,10212.0,6936.37,12398.21,10084.78,70076.77
MI,Lake County,False,2,0,6684.0,5211.77,12959.78,0.0,50964.46
NE,Lancaster County,True,1,0,7428.0,3133.29,15705.01,0.0,83297.16
CA,Tuolumne County,False,1,4,18612.0,14852.79,13891.33,13449.87,77912.48
TX,Nolan County,False,1,3,12624.0,8726.89,16625.86,9589.27,59261.21
MD,Baltimore County,True,2,3,21358.7904,11640.68,13254.33,18510.66,97940.72
NM,Socorro County,False,1,2,9084.0,6944.93,11186.45,13871.2,50720.07
NY,Montgomery County,False,2,1,10140.0,7054.74,11785.99,8360.82,62247.22
MT,Lake County,False,2,4,12828.0,14738.17,14432.31,17677.42,59389.57
NE,Hooker County,False,1,3,11304.0,9264.85,15687.23,18037.58,62893.09
SC,Florence County,True,2,4,12288.0,12005.56,11790.34,10287.53,59380.32
TX,San Patricio County,True,1,0,9067.98336,2894.66,12725.29,0.0,65036.08
VA,Buena Vista city,False,2,2,9225.9924,9264.48,11740.69,11308.84,38581.96
WV,Marion County,False,1,2,9504.0,6653.69,15187.6,12560.33,64717.77
NJ,Cumberland County,True,1,3,21552.0,9055.64,13905.17,21055.45,67857.8
MI,Isabella County,False,2,3,12576.0,10139.84,13669.21,16219.62,65256.85
AR,Jefferson County,True,1,0,6692.11008,3019.16,11837.88,0.0,53527.41
FL,Hamilton County,False,2,0,6780.0,5630.24,12323.45,0.0,52139.14
FL,Hillsborough County,True,1,3,20283.372,10161.45,13198.93,14685.96,74058.8
SD,Buffalo County,False,1,2,8628.0,7236.17,11787.77,11153.5,34359.65
ND,Barnes County,False,1,0,6852.0,3413.42,13085.63,0.0,88272.12
CT,New Haven County,True,2,0,13533.8772,6486.18,13351.8,0.0,92875.39
MT,Stillwater County,False,2,4,14496.0,14200.61,10465.48,18335.31,82390.47
MT,Judith Basin County,False,1,3,10956.0,9444.17,15081.92,16835.45,59620.6
OH,Logan County,False,1,3,12468.0,7830.29,8629.46,14101.47,73515.61
NC,Warren County,False,1,4,10764.0,11450.55,14410.16,12047.94,52751.13
TX,Dallam County,False,2,2,9144.0,8664.84,10408.63,8267.01,70869.48
GA,Coweta County,True,2,1,13396.6464,7409.85,14221.61,7621.01,88840.99
GA,Webster County,False,1,2,7776.0,6877.72,17687.05,8019.72,50524.98
NE,Frontier County,False,2,3,11364.0,10981.77,13345.09,17986.58,68902.08
MN,Isanti County,True,1,3,20339.4948,8876.32,12541.26,26009.77,86892.07
UT,Box Elder County,True,1,3,12864.0,9205.07,17728.91,16278.02,71243.24
NH,Merrimack County,False,1,1,14232.0,5749.2,14638.87,8713.63,95265.84
TX,Shelby County,False,2,3,11736.0,10798.75,14325.17,9484.21,51232.46
MO,Camden County,False,2,0,6612.0,6067.72,13226.52,0.0,68965.74
WI,Washburn County,False,2,4,11592.0,13707.84,15092.84,17302.01,67513.81
IL,Williamson County,True,2,3,12228.0,9993.42,13681.95,17611.31,68744.98
WA,Clallam County,False,2,3,17616.0,12116.56,13709.98,15395.97,70764.74
CA,Tuolumne County,False,2,0,10140.0,7722.55,17480.65,0.0,77912.48
MI,Clinton County,True,1,2,10521.16404,7101.76,12876.88,16849.95,88495.98
OR,Jefferson County,False,2,0,9300.0,6904.65,14935.88,0.0,66140.95
NC,Tyrrell County,False,1,4,12192.0,12291.96,14069.29,12338.2,51896.82
TX,McCulloch County,False,2,4,12672.0,12408.73,13155.57,9762.21,60591.98
AK,North Slope Borough,False,1,2,17028.0,6704.18,10692.04,20663.97,85656.8
TX,Delta County,False,1,4,11904.0,10096.97,13621.23,9217.64,63549.24
OH,Ashtabula County,False,2,0,6684.0,5401.98,13388.29,0.0,59115.4
CA,San Francisco County,True,2,1,39297.9996,11339.67,16400.45,13254.26,135125.17
ND,Ramsey County,False,1,3,12600.0,9503.94,13272.39,13783.4,86567.59
KS,Greenwood County,False,2,3,11652.0,11018.38,15653.39,9932.38,59731.5
KY,Pendleton County,True,1,1,9773.62572,4571.83,17294.62,6658.25,71686.84
KS,Sheridan County,False,2,3,12336.0,11604.08,13551.16,10021.0,78419.73
RI,Bristol County,True,2,0,12133.3224,8996.96,12694.06,0.0,115787.98
NE,Otoe County,False,1,4,11220.0,11011.55,14134.97,18565.14,78870.51
ND,Walsh County,False,2,1,8808.0,7457.19,17459.71,6783.12,72667.45
IL,Scott County,False,1,3,10452.0,8099.27,15258.25,13513.62,71833.67
NC,Martin County,False,1,1,8316.0,4204.86,12648.69,6529.96,48493.91
OH,Hamilton County,True,2,2,10471.74168,9144.55,13497.16,15240.17,79901.45
NC,Bertie County,False,2,1,8316.0,6841.68,12088.67,6277.87,52489.29
CA,Santa Clara County,True,1,1,36612.0,5871.52,13446.37,12921.79,144424.11
NE,Buffalo County,False,1,1,9984.0,4984.67,15411.63,7284.43,81899.65
CO,La Plata County,False,2,4,19752.0,17515.58,12644.84,15691.2,93535.64
WV,Clay County,True,2,0,5332.84932,5363.94,12515.47,0.0,46735.99
OH,Crawford County,False,1,1,8808.0,4311.9,14303.57,6750.2,58314.48
PA,Somerset County,False,1,0,7164.0,2977.66,12386.07,0.0,63475.3
RI,Newport County,True,1,2,19366.0992,8266.71,11390.35,22229.77,106276.49
PA,Venango County,False,2,2,8688.0,8454.96,14580.89,14385.77,63474.28
VA,King George County,False,2,1,12876.0,8001.69,13494.02,8043.87,103466.07
ID,Elmore County,False,2,1,9744.0,7433.52,12994.81,6147.15,55778.22
MO,Miller County,False,2,3,10596.0,12189.77,11596.78,10294.6,60588.9
MO,Audrain County,False,2,2,8100.0,7885.3,12883.22,8820.83,55012.21
AZ,Greenlee County,False,1,2,9048.0,6765.71,10727.12,12061.19,66232.34
ID,Bear Lake County,False,2,0,6684.0,5687.3,13923.56,0.0,68784.0
MS,Jasper County,False,2,1,8232.0,6960.05,14613.52,2755.8,48201.27
ID,Lewis County,False,1,4,12600.0,11011.55,11789.59,13486.33,56689.01
AL,Greene County,False,1,2,7608.0,7482.61,12740.61,11592.8,38505.98
KS,Pratt County,False,2,0,6948.0,5516.11,16222.98,0.0,67682.21
OK,McClain County,True,2,1,9725.57076,7528.21,11148.47,6861.94,80288.55
MO,Putnam County,False,2,2,7944.0,7915.29,10094.75,9034.57,56860.49
NC,Guilford County,True,2,1,10658.47488,7386.17,14306.34,8588.79,69161.87
NH,Belknap County,False,1,2,12684.0,8378.73,14824.96,13951.57,87885.02
NE,Boone County,False,2,1,8808.0,7125.76,12727.05,6779.69,69969.98
TX,Red River County,False,1,2,8808.0,6272.84,12111.46,8147.13,53476.07
IA,Clayton County,False,2,0,6528.0,5516.11,15885.69,0.0,69784.12
ID,Caribou County,False,2,2,8808.0,9084.59,13003.29,11522.57,67128.75
MN,Winona County,False,2,0,7272.0,6657.37,15503.12,0.0,80798.89
AL,Marshall County,False,1,4,10560.0,10865.22,11734.7,13929.56,58335.02
CO,Rio Grande County,False,1,3,12564.0,10251.11,11707.09,12987.19,59639.08
TX,Rockwall County,True,2,1,19932.5712,7338.82,14238.19,9345.24,115777.72
NM,Taos County,False,1,1,11040.0,5840.94,14645.56,8319.41,51373.13
IN,Dubois County,False,2,0,6792.0,5173.73,12408.92,0.0,76467.73
OH,Wayne County,False,2,1,9552.0,7173.11,13407.29,7063.92,72468.25
KY,Henderson County,True,2,3,11785.67724,9554.14,13139.07,16926.48,63298.69
MS,Montgomery County,False,1,3,11232.0,9175.19,17545.13,4537.9,48021.57
IA,Union County,False,1,0,7272.0,3019.16,11373.42,0.0,73879.11
WI,Door County,False,2,4,12132.0,15947.69,14281.36,17873.3,76052.9
MS,Grenada County,False,1,2,8208.0,7168.96,15674.68,4008.11,51011.69
AK,Juneau City and Borough,False,2,0,13488.0,5536.52,11740.28,0.0,111667.34
LA,Webster Parish,True,2,2,8700.0,9204.52,13474.93,9016.23,39493.79
IA,Harrison County,True,2,3,12228.7932,10981.77,14363.29,14833.38,78711.35
CA,Sierra County,False,2,3,21240.0,13214.73,13852.63,13927.41,76583.77
IN,LaPorte County,True,2,2,9192.0,8395.0,10329.15,17979.85,69115.66
TX,Upton County,False,2,3,11700.0,10688.93,15669.56,9288.63,73601.87
MS,Warren County,False,1,2,8736.0,7168.96,12490.4,4367.38,57817.49
IL,Marion County,False,1,0,5544.0,3029.54,14180.92,0.0,62271.87
WA,Stevens County,True,2,0,7644.0,6029.68,15628.72,0.0,65764.1
WA,Mason County,False,2,2,11388.0,10074.0,12406.67,12962.14,71083.06
IL,Mason County,False,2,1,8412.0,6746.98,14614.74,6787.3,63292.53
IA,Jackson County,False,2,2,8580.0,8694.82,12286.19,10599.43,77272.77
CO,Weld County,True,1,3,20328.0,10161.45,15592.48,20615.65,86818.14
NC,Lenoir County,False,1,2,8964.0,5869.59,11523.07,11051.77,51762.3
GA,Franklin County,False,1,0,5136.0,3278.54,15331.41,0.0,55373.65
WI,Milwaukee County,True,2,4,14498.8164,13035.89,13752.71,19151.31,66745.75
VA,Henrico County,True,2,2,14658.0276,9804.16,13208.06,16967.12,93673.23
ND,Ransom County,False,2,0,6684.0,6257.93,12833.61,0.0,81158.27
PA,Forest County,False,1,4,10812.0,10316.47,15558.21,16198.75,47689.91
IA,Jasper County,False,2,2,9216.0,8994.64,13624.59,10886.99,72510.35
TX,Carson County,True,2,4,14466.7548,13707.84,14282.95,12720.46,99124.65
ND,Cass County,True,1,2,10398.92796,7370.59,15113.9,28202.01,90020.81
TX,Bosque County,False,2,0,6684.0,5059.6,13595.89,0.0,62864.34
KY,Hardin County,True,2,3,14705.484,9700.57,12283.73,18935.57,69983.33
AK,Aleutians East Borough,False,1,4,16644.0,12973.1,14208.48,20986.89,79776.17
GA,Jenkins County,False,2,3,10440.0,11091.59,13987.9,9026.26,40697.22
NE,Dakota County,True,1,1,10206.81516,4281.32,11243.96,8438.18,69576.7
TN,Grundy County,False,1,4,10656.0,12035.88,16805.42,9945.36,51765.38
KS,Ford County,False,1,2,9432.0,6407.26,12264.55,9365.85,60398.93
WI,Jefferson County,False,2,4,14820.0,13304.67,14237.15,19216.22,81202.43
CA,San Diego County,True,1,2,25488.0,7885.86,11324.25,16806.15,93476.09
MS,Forrest County,True,1,0,6324.70536,3465.29,15019.27,0.0,52137.09
MS,Winston County,False,1,4,11676.0,11487.13,14342.63,4642.3,45697.87
KS,Ford County,False,2,4,12480.0,12811.9,12122.49,10291.12,60398.93
CO,Crowley County,False,1,1,10020.0,5045.84,15085.6,7441.35,55865.5
MA,Plymouth County,True,2,2,20092.77,11483.16,11653.59,25294.15,112621.25
WI,Shawano County,False,2,1,8808.0,6297.19,14891.71,8390.11,70563.48
MN,Douglas County,False,1,0,5940.0,3019.16,11804.42,0.0,81914.02
NE,Harlan County,False,2,1,8808.0,7835.97,12893.93,6511.23,71927.11
VA,Campbell County,True,1,0,7022.67624,3071.04,12336.59,0.0,66010.54
WI,Racine County,True,2,2,10884.0,8694.82,12244.71,17002.18,79186.77
OR,Jackson County,True,2,1,12468.0,7835.97,15133.18,9300.51,68256.21
VA,Halifax County,False,1,4,10812.0,10389.64,11962.43,12206.0,60766.54
MO,Adair County,False,1,3,11256.0,8009.61,14221.03,10547.99,64729.06
LA,Iberia Parish,True,1,2,9504.0,6698.5,11127.92,9291.27,56205.38
LA,Sabine Parish,False,1,1,9240.0,4694.16,12908.31,4393.09,53603.4
MI,Montmorency County,False,1,0,6036.0,3029.54,13929.31,0.0,51604.17
MO,Clinton County,True,2,4,14551.2624,15051.75,11238.19,16166.77,75907.09
NC,Alexander County,True,2,1,7881.62256,6675.96,13630.76,7488.46,61949.44
CO,Clear Creek County,True,1,1,13108.7376,5489.26,14714.18,10826.9,102842.79
MN,Faribault County,False,2,2,8808.0,9054.61,13551.14,11222.39,71686.84
ID,Gooding County,False,2,4,12696.0,13752.64,13914.29,13734.57,61329.24
MS,Wayne County,False,1,0,6420.0,3216.29,13243.01,0.0,55572.85
NC,Lenoir County,False,2,4,12060.0,11736.78,12886.95,12404.35,51762.3
IA,Wayne County,False,2,4,10668.0,11781.58,14893.03,11189.8,61960.74
NE,Furnas County,False,1,0,5808.0,3237.04,13263.45,0.0,65631.64
MO,McDonald County,True,1,1,7944.0,4831.77,16936.64,6378.1,48671.55
KS,Butler County,True,2,3,14380.6404,11640.68,15907.53,17645.52,82936.74
OR,Klamath County,False,2,2,10296.0,10014.03,10935.55,14479.59,56430.25
VA,Richmond city,True,1,0,10964.35476,3351.17,13222.04,0.0,66234.39
OH,Champaign County,False,2,2,8880.0,8784.77,14271.35,12471.81,72476.46
NY,Albany County,True,2,0,11008.44432,6885.62,12446.25,0.0,97041.22
TX,Jim Wells County,False,1,2,10548.0,6250.44,14720.43,8764.27,56662.32
GA,Marion County,True,2,2,5986.05948,9384.41,14471.28,8851.2,58063.93
MI,Huron County,False,2,3,11076.0,9956.81,13194.01,15731.5,62492.63
NY,Wayne County,True,1,4,12930.3036,10792.05,11346.62,28905.77,73069.97
ND,Pembina County,False,2,4,12600.0,15723.7,11622.37,13638.52,83668.87
NY,Putnam County,True,1,4,30487.6668,15694.2,14716.09,41898.23,125987.45
PA,Juniata County,False,1,2,8688.0,7437.8,15034.65,14084.8,71306.91
IN,Harrison County,True,2,2,9398.06328,8005.23,15357.74,18504.9,75322.83
TX,Willacy County,False,1,0,6636.0,2251.4,14624.11,0.0,41038.13
FL,Bradford County,False,1,0,7644.0,3133.29,12630.72,0.0,56017.47
WA,Whatcom County,True,1,0,10884.0,3693.54,15197.63,0.0,83326.93
OK,Woods County,False,1,0,6792.0,3154.04,15026.32,0.0,79055.34
MI,Genesee County,True,2,1,9384.0,6912.7,10611.0,7211.58,62796.57
VA,Northampton County,False,1,0,6492.0,3278.54,14621.41,0.0,61318.97
WI,Bayfield County,False,2,4,11196.0,13931.83,12748.41,17193.96,68050.84
IN,Washington County,True,1,2,8784.0,5645.56,12983.16,17921.76,62726.75
SD,Todd County,False,1,2,8628.0,7953.07,13353.87,11023.98,25529.98
WI,Green County,True,2,2,10296.0,8275.07,13940.55,16387.07,82011.57
IL,Hardin County,False,1,1,8400.0,4051.96,12458.78,6824.06,69518.18
CO,Alamosa County,False,2,2,10140.0,10074.0,13701.75,12313.59,49323.59
NY,Cayuga County,False,2,3,12912.0,11091.59,15297.73,19915.65,73835.98
ID,Lemhi County,False,1,3,12072.0,11924.75,16164.17,13971.59,58828.92
TX,Chambers County,True,2,0,9633.21828,5421.0,12763.71,0.0,108279.84
CO,Mineral County,False,1,2,11748.0,8266.71,14905.63,12976.35,67065.09
SD,Clay County,False,2,2,9180.0,9264.48,11290.05,11812.16,90675.93
OK,Hughes County,False,1,1,8736.0,4464.8,14983.63,6254.86,52498.54
FL,Palm Beach County,True,2,2,17616.0,11093.39,13789.86,14047.63,80472.36
AR,Lawrence County,False,1,2,7848.0,6228.04,16358.9,9122.01,52272.63
MT,Carter County,False,1,1,8808.0,4877.64,14337.01,6835.39,62636.39
AK,Petersburg Borough,False,1,2,13584.0,6722.2,12105.96,18929.26,85354.91
TN,McMinn County,False,1,1,8376.0,4923.51,15078.96,5468.83,56400.47
GA,Lee County,True,1,4,13928.3472,12438.3,11534.13,12197.32,81660.4
WV,McDowell County,False,2,4,10092.0,12453.53,17002.47,13358.89,32785.53
AR,Jefferson County,True,1,3,11346.95436,8697.0,15176.45,15099.11,53527.41
IA,Polk County,True,1,0,7255.86324,3205.91,15237.57,0.0,85704.04
ME,Aroostook County,False,1,3,11904.0,10669.52,10155.72,11627.73,57900.67
MT,Jefferson County,False,2,2,10920.0,9894.11,14819.81,16031.88,83649.36
KY,Mason County,False,2,4,10284.0,12453.53,15101.17,12074.16,64534.99
GA,Walker County,True,2,0,7540.9512,5934.57,10354.76,0.0,59007.59
SD,Spink County,False,1,2,8628.0,7124.16,14495.71,10967.75,72177.66
IA,Marshall County,False,2,3,11916.0,9810.39,12287.97,11672.72,70988.59
TN,Polk County,True,2,0,6644.62644,5953.59,17627.2,0.0,56055.46
ND,Stutsman County,False,1,3,12552.0,9563.71,13378.04,13678.02,78251.34
KY,Grayson County,False,2,1,7956.0,6013.1,9959.7,5842.8,47106.67
VA,Fauquier County,True,1,2,16138.5708,8356.32,12507.39,17645.42,124632.04
WV,Ohio County,True,2,4,11861.87472,14111.01,12630.79,18120.49,73702.49
IA,Hancock County,False,2,0,6852.0,5763.38,12819.49,0.0,74124.52
NM,Torrance County,True,2,2,9462.78,9444.38,15549.13,14064.31,51122.59
IA,Cedar County,False,2,3,11952.0,10725.53,14092.37,11754.93,86226.69
TN,Smith County,True,1,0,5928.0,3288.92,12655.27,0.0,62071.63
TN,Wayne County,False,2,0,6672.0,5687.3,11888.3,0.0,53306.65
KY,Marshall County,False,1,1,8892.0,4403.64,13683.33,5958.35,76260.32
NE,Banner County,False,1,4,11388.0,11450.55,13829.62,18094.03,60807.61
CO,Moffat County,False,2,1,10512.0,8214.75,12459.64,7510.38,73597.76
OH,Scioto County,False,1,3,12600.0,7890.06,16737.58,14068.81,57112.07
TX,Gillespie County,False,2,3,16608.0,8785.42,11346.65,10628.54,75452.2
OK,Pushmataha County,False,1,2,8736.0,6765.71,14195.99,13767.81,49416.0
TX,Wilson County,True,2,3,15600.4104,9773.78,16025.51,13434.15,91145.19
ID,Nez Perce County,True,1,3,14109.054,8965.98,12584.98,16074.87,75763.34
IN,Morgan County,True,2,0,8417.28732,5649.26,12594.36,0.0,75874.23
FL,Volusia County,True,1,4,16872.0,12840.71,13698.77,13153.46,64295.74
OH,Warren County,True,1,4,18628.3416,11340.8,13579.78,19939.53,105786.7
AK,Matanuska-Susitna Borough,True,1,1,12240.0,5212.92,12640.44,11304.87,93137.23
AK,Northwest Arctic Borough,False,2,1,16620.0,7776.62,13942.82,11215.88,60250.05
SC,Union County,True,2,4,11880.0,12543.12,15468.1,9825.24,50070.09
AL,Bibb County,True,1,3,12717.2832,8786.66,13362.4,16394.47,59443.99
GA,Liberty County,True,2,1,11364.0,7102.09,13581.81,7311.24,52965.74
IL,White County,False,2,1,8400.0,6652.29,14024.68,6885.41,62773.98
OH,Jackson County,False,1,0,6576.0,2873.91,10951.13,0.0,54617.9
OH,Van Wert County,False,1,0,6576.0,2749.41,10011.95,0.0,67089.73
TX,Chambers County,True,2,2,11514.08424,8544.91,15083.14,11867.29,108279.84
WA,Clark County,True,1,4,26187.0468,12109.05,11346.49,21930.81,89161.36
NV,Washoe County,True,1,4,20921.3844,12511.46,12782.19,20216.7,81416.01
IN,Tipton County,False,1,0,6936.0,3143.66,12019.77,0.0,77755.38
MI,St. Clair County,True,2,2,10893.81228,8664.84,11543.15,17117.78,74409.98
WV,Ritchie County,False,2,2,8112.0,8215.11,17257.52,11598.35,53126.95
IL,Peoria County,True,1,2,10622.60004,6608.89,16045.4,16221.8,75040.45
GA,Whitfield County,True,1,4,12384.0,10535.97,10850.3,11258.26,57704.54
